,CD62P,CD4-2,CD4-1,CD3-1,CD27,CD25,CD45RA,CD56-2,CD56-1,CD45RO,CD127,CD16,CD14,CD19,CD2,CD8,CD192,CD69,CD21,CD3-2
0,0.11048328515972727,1.1076159584427288,1.5160628291915523,1.7070541789580642,1.1615114464923524,1.265364141445488,0.9347855558100686,-0.1773179370256892,0.11843818712610953,0.387984475460712,1.2370906714711691,0.08295594195593914,-0.3981018058954136,2.8759181164703365,0.48446113570189114,-0.179411536710679,0.12537371602899583,-0.20819561088334473,3.491049222632109,1.3993464182050332
1,-0.2696936976871971,-0.3863406709446207,-1.0534620599925226,-0.7152550164444405,-1.7021301190806184,-0.5016195799370933,-0.13893949886309495,-1.0941437308484419,-0.9837168608917993,-0.16204345089847028,-1.0738498714395863,-0.4881981430598743,-0.4116906186467349,3.371686692520857,-2.03511648256457,-0.509276814331797,0.23930211315124847,-1.0040234645528068,3.544793577867273,-1.3117619190712002
2,-0.415248650373881,-1.2493050926687772,-1.4987194650680056,-0.4652398296481599,-1.4423830152685955,0.6362693160570347,1.759231106203936,-0.6855021434369475,0.7134789150121321,0.2833754284154355,-1.3354944667163666,-1.0792358261018336,-0.8636608153848921,3.519470270304484,-1.4432798398041926,0.07398195492581072,0.2090178992759213,-1.230909852477011,2.8047783621244298,-0.29371863242088914
3,-0.09842428235500567,-1.3280275077631407,-1.7941818430633167,-1.0692510348482256,0.02852426505113925,-0.6096192060300494,1.6594472144474963,-0.9514478679792668,-1.1165705555917995,-1.2244828757618904,-0.3613834310596933,-0.2186795145136076,-0.09111186085833056,2.2391941346361555,-0.17133016951707436,0.13738838805587417,0.457529082038818,0.47449036146336226,3.6109264291988734,-0.8796466125714653
4,-0.7074973757984218,-1.3155387139082464,-1.92577223114099,-0.43202334414349286,-0.522708443017212,0.2670307262396148,-0.2168857676062985,0.007873663442537817,-0.8009242094479515,-0.7309901647081318,-1.5444816008100264,-1.0740904882167033,-1.4301005100924382,1.5150814315752528,-0.8540047713684306,-0.830414195492229,-0.475764375218872,-0.8105361388844605,3.21667121566393,-0.7259878351056797
5,-1.0823723957908171,-1.0355104925812935,-1.7920797410779687,-0.6097601047150114,-0.15179280327194175,-0.30435784299371765,0.6960199056247829,-0.6680937705814811,-1.292238381116892,-0.6122481379283912,-0.6456870634984697,-0.48265538781783945,-0.8604814949038968,2.5325844754368503,-0.7842974303714935,-0.8801190209648752,1.1317594012496555,-0.4801858076053056,1.2603069368280853,-0.7090878295607022
6,-0.7443244417222301,-0.8724975073828035,-1.410632910913942,-1.6755327096009425,-0.8589085943948329,0.3867049319672224,1.1298220061417124,-0.11865962585019596,-0.3238360982345643,0.004796118683404238,-1.2246015697496235,-0.45597100906789745,-1.4173585161771498,3.3983153738986807,-0.3346747364221549,-0.5713940381330853,0.9332956263292401,-0.9412683706406826,1.3249628692055566,-0.03486183849873381
7,0.10022317249678812,-1.3880090399313372,-1.2617428570698026,-0.40320875756800767,-0.8681122194216643,-0.5336078599464231,0.15910919650374789,-0.36874092464737473,-0.7108837771059436,-0.8754155301691773,-0.8556368165029553,-0.023780692126782466,-0.42414292400509274,2.8635511358525245,-1.8369187307965935,-1.0692026536998143,-0.20394060036042805,-0.6737513254836136,2.352017960590477,-0.6560953280998181
8,-0.4115438467388497,-1.568228924861634,-1.5553542684045227,-0.6471018439229619,-0.3218130289705403,-0.3823976707815306,1.0401261956246195,-0.8296844659183813,0.05192931889009112,-0.4481504801851339,-1.4445908353406491,-0.20558239645197407,-0.5819098610266944,2.698443170150266,-1.431170198431501,-0.9119356799791664,-0.07187823987455566,-0.3483372110624205,3.1550929385393074,-0.8494521950689085
9,-1.159634844888858,-0.8369186819841548,-0.2677683739089467,-2.1224559496869464,-0.7049968976475136,0.5059257008225524,2.414282753459753,-0.41574584136342735,-0.2666495410056377,-0.6104308795639592,-1.2576074835665083,-0.23499748476569457,-0.9082341032803936,3.72886388427538,-1.2685339104312643,0.11520880388309428,-0.5546908392284193,-0.4325353896401332,4.440884152295506,-0.5968780108537688
10,-0.3161482031531859,-0.9824378501605,-2.438927090093008,0.21420637785233376,-0.7059040157303005,-0.5521146777707404,0.3761449873988494,-0.5950765248003116,-1.50112254468205,-0.6334237090794119,-0.5942242384022274,-1.1297863286999574,-0.5742605465655046,1.4724588545640291,-1.9268427673758963,-0.8678786224346852,-0.3786838389421152,-0.6058582532134836,2.906847868634648,0.1502035702281539
11,-0.5556798516021013,-0.5325015317197888,-0.8258671652853894,-0.9801195577784677,-1.1365989099813425,-0.49620508573425753,0.648755912679559,-0.5380260260244156,-1.539024796811593,-0.03148439557852756,-1.4931459745827025,-0.5498200850435508,-0.6142284837663357,4.167621833179119,-1.494695411396147,-0.76227663367697,0.3811435737141815,-0.45687627262120434,3.904119988881828,0.048417318947385546
12,0.17748581690150012,-1.5207369980819492,-0.9344244254260553,-0.04241776874890135,-0.8148249872108808,0.25521123741465024,1.0343538860729402,-0.8451069337657792,-0.31696892745332894,-0.9993809906029824,-0.322355878951758,-0.41136522309274914,-0.7924156169493981,3.2197716406905528,-1.0926823560289975,0.278438698160663,-0.13755680990481056,0.18429832019129844,2.9850021624608383,-1.5206927024003565
13,-0.9836109254528536,-0.47107690580885087,-0.6566295252084425,-1.4542201063621605,0.16309466081288404,0.2521588828562637,0.8512190365544313,-0.9444879419277973,-0.23954404382443228,-0.45046474036967776,-0.7524833808639566,-0.5506666119364367,-0.9566118174622861,3.361828659852508,-1.8816534434547956,-1.4906246200341708,-0.6908290369628857,-0.7176644462313138,2.6732995766384176,-0.2536296363868993
14,-0.17434434236518204,-1.310217191084408,-1.3248997340333677,-0.47502327092974106,-0.748938135195107,1.085521253380925,1.02418506750911,-0.2087609929461636,-0.047350932182359966,-0.7437129738403703,-1.024921962049527,-0.4427534275316965,-0.24738585174769323,1.9048791145074584,-1.428167366314096,-1.1019705408398335,-0.6751778455563121,-0.35756738729090953,2.7414644315372847,-0.28007586598984524
15,-0.10307738933838272,-1.10343698611313,-2.1426055580825394,-1.0519647960429936,-1.3069861555001847,0.4331236885957299,0.8032574247122177,-0.5304217418531583,-0.5060916789936272,-0.19626239588163277,-1.0199759329507287,-0.19037664090338288,-0.31250453110570264,3.072462933030069,-1.3630880616420809,-0.26737635571150564,-0.0012738241968381912,-0.9080056411207008,2.403563262637972,0.2287345326226076
16,-0.5413226133658275,-0.5973774633195523,-1.0361388991355263,-1.353355576135386,-1.3466979977430165,-0.25031638851275084,0.6586173677234219,-0.22490028867324208,-1.1998230899418352,-0.412672081979236,0.46315258519650854,-0.5414139061851237,-0.9012604847325927,2.5431021589141047,-0.449652672633714,-0.7083247534216577,0.07800032720087402,-0.5824172952438678,2.202660273011935,-1.8689601665316833
17,-1.0336939301682393,-1.0578090047531978,-0.6017153501241532,-0.8139100438499786,-0.6828506434413324,0.6152393032539738,-0.04206499317820533,-0.780196826455763,-0.5751065530660788,-0.7176645695424404,0.45619876075221727,-1.2205484852325283,-0.747355693422604,3.1925096567169686,-1.0184062959147027,-0.7041878497388077,-0.4683910706817546,-0.05387005660046995,3.8516634840224424,-0.5403574153539012
18,-0.045955283012439445,-1.2859478237056772,-1.2015476409459172,-0.5608517300608074,-0.47326706497465354,0.5865331929274453,0.7074419062917037,0.20023384618425008,-0.8973458247875821,-0.5163531948079738,-1.1290880049542127,-0.2495822621178312,-0.38668406495050306,3.6712968054129766,-1.100507600095391,0.16354420650258295,0.6128064623785828,-0.4916906756259749,3.743706282054352,-1.2777995714405779
19,-1.7321310906213951,-0.899449690873089,-1.7206183479629231,-0.8405840800363755,-1.0956858947621495,0.5104553285616147,0.23670152534641972,-0.35600578476463784,-0.9130662808636996,-0.8345712949443727,-0.25875557348820694,-1.37172036451788,-0.865944435072757,3.419877466432544,-1.4448495279592264,-1.8977650052765411,-0.07414185896461123,-0.4774229736529221,1.8356303350391527,-1.0418584489003933
20,-0.1741272852325393,-0.22305076163993817,-1.648263848068816,-1.5841440692068436,-0.6817736279620479,0.5815037726740422,0.09153111118031987,-0.6006186066023664,-0.6442897107149741,-1.5034728162850093,-1.207776728049178,-0.9688695769848528,-1.68465874299255,2.53605974722267,-1.149443275507405,-1.3050220016228384,-0.5694606499168573,0.1721202199968106,1.9431304065014392,-1.5045358543302645
21,-0.43683455796922566,-1.0665151489735212,-2.6868520950417003,-0.015164300668150332,-0.6873596835440536,0.804368509063477,0.456119255481108,-0.5176531779954244,-0.9521510486244856,-0.751810578578003,-0.49903585506843706,0.09238340266117585,-0.34233007567789064,2.734867906138356,-2.0615383686289688,-1.1336181058484138,-0.5604474191353214,-0.5342867369161579,3.1479754249488066,-0.4513211188925372
22,-0.5445115874968307,-0.6439720158920186,-1.1336246485961716,-1.7320054954826731,-0.001720008766764369,-0.03856372356176418,0.631186202570583,-0.5038870301111624,-0.552871789275603,-0.6912617555824712,0.17368803424510304,-0.42698147635239936,-1.142221477629371,2.2233908276689465,-0.9898504212731057,-1.0082832708152671,-0.5902463177912964,-0.8262432267435672,3.0966657678451446,-2.0783615766708334
23,-0.1476098880338483,-0.8858097850544497,-1.6445731262122623,-1.4393063382587963,-0.22870686854206343,0.1822288269302792,-0.22722959447175217,-0.5060791031599601,-0.6653822280099368,-1.0148511108719125,-0.7804911214025606,-0.8848413228210164,0.07662325435330652,1.996770907499628,-1.6183480740068747,-1.2539083446433774,-0.1181635186142862,-0.9373212952827069,5.089488724280734,-1.490796163866753
24,-0.779687495541336,-0.392290767786688,-0.6713244059850547,-0.2692955248493356,-0.9878195852830561,-0.6887120849437558,0.2611057920562785,-0.957400618112448,-1.048852032104877,-0.500179102519942,0.11861669442339771,-0.6083749745457023,-0.9816006704127143,3.2373973142251047,-1.5105629861481011,-0.9474945544717619,-0.17937771295910207,-0.9072397792591456,2.3582360735001444,-1.7640638159688269
25,-0.5705190620277225,-0.8484253277453678,-0.7604530078643936,-1.3159344156680848,-1.2859589380528544,-0.9855146386810653,0.5677777675815072,-1.1670072654382513,-0.6560032880045641,-1.0804346305233843,-0.876414104708825,-0.3655331433817208,-1.276948055451265,3.4914950619245566,-1.8644107618894776,-1.4580709894151787,-0.14077901257489822,-0.38239325992556367,2.7153203792510388,-1.7077472534787863
